"s__acnes" "s__aeria" "s__agalactiae" "s__alactolyticus" "s__aminovorans" "s__amylovorum" "s__anaerobius" "s__anginosus" "s__aquatilis" "s__aureus" "s__aurimucosum" "s__biforme" "s__boronitolerans" "s__bromii" "s__caccae" "s__callidus" "s__cecorum" "s__cinerea" "s__copri" "s__coprophilus" "s__delbrueckii" "s__dentocariosa" "s__depolymerans" "s__diminuta" "s__diospyrosa" "s__dispar" "s__distasonis" "s__dolichum" "s__durum" "s__eggerthii" "s__endodontalis" "s__epidermidis" "s__equi" "s__faecis" "s__farmeri" "s__fascians" "s__fragilis" "s__gallinarum" "s__garvieae" "s__genomosp." "s__globerulus" "s__gnavus" "s__granulosum" "s__haemolyticus" "s__helveticus" "s__iners" "s__infantis" "s__influenzae" "s__intermedia" "s__johnsonii" "s__komagatae" "s__kroppenstedtii" "s__kuhniae" "s__lividum" "s__longum" "s__luteciae" "s__luteus" "s__marcescens" "s__melaninogenica" "s__minor" "s__mirabilis" "s__moniliformis" "s__moorei" "s__mucilaginosa" "s__muciniphila" "s__multacida" "s__multivorum" "s__multocida" "s__nanceiensis" "s__nigrescens" "s__noxia" "s__ochracea" "s__ovatus" "s__pallens" "s__paradoxus" "s__parahaemolyticus" "s__parainfluenzae" "s__parvula" "s__plebeius" "s__pneumotropica" "s__prausnitzii" "s__producta" "s__pylori" "s__rhizosphaerae" "s__rimae" "s__rosea" "s__salivarius" "s__segnis" "s__sobrinus" "s__socranskii" "s__stercorea" "s__subflava" "s__tannerae" "s__uniformis" "s__venetianus" "s__viridiflava" "s__zeae"
"X700033007.V35.241834" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.83289001416474 8.94836723158468 2 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 0 0
"X700015273.V35.241748" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.61470984411521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.59245703726808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"X700014981.V35.241686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 7.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 3.70043971814109 0 1 0 0 0 0 2 6.62935662007961 4.75488750216347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700016324.V35.241673" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700033766.V35.241764" 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 2.32192809488736 0 0 0 0 0 0 4.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 1 7.67948009950545 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1.58496250072116 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 8.64745842645492 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700014583.V35.241766" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.63662462054365 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6.04439411935845 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 2 0 0 0 0 5.16992500144231 0 0 0 0 0 0 8.76818432477693 7.4594316186373 1 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0
"X700033464.V35.241795" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.04439411935845 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 6.53915881110803 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 2.58496250072116 0 0 0 6.58496250072116 8.4262647547021 3.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700016068.V35.241709" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 7.51569983828404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 0 1 0 0 0 0 6.35755200461808 0 1.58496250072116 0 0 0 0 0 5.16992500144231 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700015207.V35.241719" 0 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.09803208296053 1.58496250072116 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 8.37503943134693 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 9.46352437327118 5.64385618977472 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0
"X700015141.V35.241755" 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.67595703294175 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"SRS018206.SRX019639" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2.32192809488736 0 0 1 0 0 0 0 7.23840473932508 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0
"SRS017412.SRX019683" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1.58496250072116 5.24792751344359 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 0 0 0 0 0
"SRS022111.SRX019690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.04439411935845 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4.52356195605701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8.07681559705083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS016160.SRX020573" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3.4594316186373 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6.62935662007961 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.28540221886225 0 0 0 0 0 0 0 2.32192809488736 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS015768.SRX020573" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.16490692667569 0 0 0 1 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.88264304936184 0 0 1.58496250072116 0 0 0 4.32192809488736 9.97871045910636 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0
"SRS011631.SRX020660" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.70043971814109 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 2 2.32192809488736 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 1 0 0 0 2.32192809488736 5.85798099512757 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SRS011281.SRX020660" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 8.66888498426625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0
"SRS011167.SRX020666" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 6.65821148275179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4.90689059560852 0 0 0 0 0 0 2 6.12928301694497 3.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS011462.SRX020668" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.95419631038687 0 0 0 0 0 0 0 8.88874324889826 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS011631.SRX020668" 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.95419631038687 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 4.8073549220576 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1.58496250072116 0 0 0 0 3.4594316186373 0 0 0 0 0 0 4.24792751344359 7.61470984411521 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS011167.SRX020669" 0 1.58496250072116 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 5.08746284125034 1.58496250072116 1 0 0 0 0 2.58496250072116 6.4093909361377 4.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS011512.SRX020669" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4.32192809488736 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4.4594316186373 5.6724253419715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS015123.SRX020555" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.68999797141945 0 0 0 1 0 0 0 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 0 1 0 0 0 0 7.02236781302845 0 0 0 0 0 0 8.11374216604919 9.51766938813381 1.58496250072116 0 0 1 0 0 0 0 0 0 4.08746284125034 0 0 0 0 0 0 0 0 0
"SRS063197.SRX020579" 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 7.27612440527424 0 0 0 0 1 0 0 0 0 0 1.58496250072116 0 0 0 0 2.32192809488736 0 0 0 1 0 3 0 0 1 0 0 0 0 0 0 0 6.18982455888002 0 0 0 0 3.4594316186373 0 0 0 0 2.32192809488736 2.58496250072116 4.08746284125034 0 0 0 0 0 7.61470984411521 2.58496250072116 1.58496250072116 0 0 0 0 0 1 0 2 3 2.8073549220576 0 0 5.28540221886225 3.90689059560852 0 0 0 0
"SRS014958.SRX020576" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 8.05528243550119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 8.7714894695006 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SRS051311.SRX020563" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 6.88264304936184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 4.75488750216347 0 0 0 0 0 0 0 0 0 0 5.04439411935845 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 11.8879821330585 2.8073549220576 0 0 0 0 0 0 0 0 0 0 3.4594316186373 0 0 0 0 0 0 0 0
"SRS050336.SRX020685" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4.85798099512757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 6.12928301694497 6.4093909361377 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SRS053271.SRX020533" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1.58496250072116 0 0 3.90689059560852 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 6.62935662007961 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.75488750216347 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700016636.V35.241837" 1 2.8073549220576 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 7.69348695749933 0 0 1.58496250072116 0 1.58496250072116 0 0 1 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 1.58496250072116 7.4594316186373 0 0 0 0 0 0 0 1.58496250072116 0 0 8.12928301694497 0 0 0 0 6.44294349584873 0 0 0 0 5.39231742277876 1.58496250072116 1 2 0 0 0 10.5449644327892 10.1098306542788 6.56985560833095 0 0 0 0 0 0 0 0 0 3 0 0 1.58496250072116 6.04439411935845 2 0 0 0 0
"SRS018015.SRX019639" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 5.78135971352466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS018094.SRX019683" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.29462074889163 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4.8073549220576 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 6.06608919045777 4.85798099512757 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"SRS017355.SRX019687" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 2 0 1 0 0 0 0 4.16992500144231 6.94251450533924 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS019101.SRX020564" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 8.76818432477693 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 6.55458885167764 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3.90689059560852 0 0 0 0 3 0 0 0 0 0 0 2 7.83920378809694 1.58496250072116 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0
"SRS015464.SRX020545" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.83920378809694 0 0 0 0 0 0 0 5.16992500144231 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7.68650052718322 0 1 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 6.12928301694497 0 0 0 0 4.64385618977472 0 0 0 0 0 0 3.16992500144231 7.64385618977472 4.8073549220576 0 0 0 0 0 0 0 0 0 2 0 0 0 1 2 0 0 0 0
"SRS019101.SRX020545" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.75822321472672 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4.08746284125034 0 0 0 0 2 0 0 1 0 0 0 3.16992500144231 8.04439411935845 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0
"SRS020194.SRX020680" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.85798099512757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.95419631038687 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 1.58496250072116 0 0 0 0 3.4594316186373 0 0 0 0 0 0 2.32192809488736 8.71080643369935 4.52356195605701 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0
"SRS065144.SRX020689" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.95419631038687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 4.4594316186373 0 0 0 0 0 0 1 7.31288295528436 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS063766.SRX020579" 0 2.58496250072116 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 3.8073549220576 1.58496250072116 0 0 0 0 0 0 7.44294349584873 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1.58496250072116 4.8073549220576 0 0 0 0 0 0 0 0 0 0 6.94251450533924 0 0 0 0 4.16992500144231 0 0 0 0 1.58496250072116 1 1 0 0 0 0 0 8.68650052718322 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"SRS045614.SRX020687" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2.8073549220576 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 4.70043971814109 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 1 4.64385618977472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700015731.V35.241804" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.85798099512757 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS017284.SRX019686" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.83920378809694 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.8073549220576 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 2.32192809488736 0 0 0 0 0 1 5.28540221886225 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SRS022627.SRX019689" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 6.94251450533924 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS057813.SRX020560" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1 0 0 0 6.18982455888002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1.58496250072116 1 0 0 0 0 0 0 0 0 0 0 4.85798099512757 0 0 0 0 2.58496250072116 0 0 0 0 1 0 0 2 0 0 0 8.65105169117893 8.58496250072116 4.24792751344359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
"SRS062742.SRX020689" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.38370429247405 0 0 0 0 0 0 0 5.4262647547021 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0 0 1 0 0 1.58496250072116 0 0 0 1 6.4594316186373 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0
"SRS021742.SRX022231" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.40087943628218 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.20945336562895 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 5.35755200461808 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SRS024586.SRX019639" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.8073549220576 0 0 0 0 0 0 1 7.97154355395077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS023623.SRX019683" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.12928301694497 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS020545.SRX019684" 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5.08746284125034 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.98868468677217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.52356195605701 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS018268.SRX019687" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 8.4262647547021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS017473.SRX019687" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.28540221886225 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5.20945336562895 0 0 0 0 0 0 1 7.36632221424582 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SRS023563.SRX019686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.40087943628218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.35755200461808 9.20212382383046 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0
"SRS021502.SRX019690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 9.27844945822048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS017017.SRX019691" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.4594316186373 0 0 0 0 0 0 4.75488750216347 9.25029841790633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS020887.SRX019691" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5.04439411935845 4.4594316186373 1.58496250072116 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
