"s__acnes" "s__aeria" "s__agalactiae" "s__alactolyticus" "s__aminovorans" "s__amylovorum" "s__anaerobius" "s__anginosus" "s__aquatilis" "s__aureus" "s__aurimucosum" "s__biforme" "s__boronitolerans" "s__bromii" "s__caccae" "s__callidus" "s__cecorum" "s__cinerea" "s__copri" "s__coprophilus" "s__delbrueckii" "s__dentocariosa" "s__depolymerans" "s__diminuta" "s__diospyrosa" "s__dispar" "s__distasonis" "s__dolichum" "s__durum" "s__eggerthii" "s__endodontalis" "s__epidermidis" "s__equi" "s__faecis" "s__farmeri" "s__fascians" "s__fragilis" "s__gallinarum" "s__garvieae" "s__genomosp." "s__globerulus" "s__gnavus" "s__granulosum" "s__haemolyticus" "s__helveticus" "s__iners" "s__infantis" "s__influenzae" "s__intermedia" "s__johnsonii" "s__komagatae" "s__kroppenstedtii" "s__kuhniae" "s__lividum" "s__longum" "s__luteciae" "s__luteus" "s__marcescens" "s__melaninogenica" "s__minor" "s__mirabilis" "s__moniliformis" "s__moorei" "s__mucilaginosa" "s__muciniphila" "s__multacida" "s__multivorum" "s__multocida" "s__nanceiensis" "s__nigrescens" "s__noxia" "s__ochracea" "s__ovatus" "s__pallens" "s__paradoxus" "s__parahaemolyticus" "s__parainfluenzae" "s__parvula" "s__plebeius" "s__pneumotropica" "s__prausnitzii" "s__producta" "s__pylori" "s__rhizosphaerae" "s__rimae" "s__rosea" "s__salivarius" "s__segnis" "s__sobrinus" "s__socranskii" "s__stercorea" "s__subflava" "s__tannerae" "s__uniformis" "s__venetianus" "s__viridiflava" "s__zeae"
"SRS016868.SRX019696" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 1.58496250072116 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"SRS024283.SRX019692" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 4.90689059560852 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SRS014349.SRX020558" 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.12153351734003 11.2615073092021 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SRS011462.SRX020660" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.32192809488736 0 0 0 0 0 0 0 7.65105169117893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS011281.SRX020668" 0 1.58496250072116 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 5.12928301694497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.8703647195834 1.58496250072116 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS014813.SRX020555" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 8.53138146051631 5.49185309632967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0
"SRS011539.SRX020660" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3.70043971814109 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2.58496250072116 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 1 0 0 0
"SRS022498.SRX020680" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6.08746284125034 0 0 0 0 0 0 0 1.58496250072116 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.12928301694497 1.58496250072116 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS013561.SRX020681" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 3.90689059560852 1 0 0 0 0 0 0 6.18982455888002 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS055904.SRX020681" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.44708322620965 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4.39231742277876 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 6.4262647547021 0 0 0 0 0 0 0 4.58496250072116 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS049637.SRX020684" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.55458885167764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8.08746284125034 0 1 0 0 0 0 0 5.88264304936184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SRS055805.SRX020684" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 7.4093909361377 9.76155123244448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0
"SRS044378.SRX020685" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 5.85798099512757 6.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS051881.SRX020687" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 4.4594316186373 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 1 0 0 0 4.24792751344359 0 0 0 0 0 0 0 0 0 8.61470984411521 0 0 0 0 0 0 0 6.55458885167764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS058459.SRX021470" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 2 2 1 0 0 0 0 2.8073549220576 7.65821148275179 1.58496250072116 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0
"SRS054361.SRX022036" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.74819284958946 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS056403.SRX022036" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 4.52356195605701 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 7.27612440527424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"SRS063986.SRX022222" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 4.75488750216347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS052897.SRX022222" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.58496250072116 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS023809.SRX022223" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2.32192809488736 0 0 3.8073549220576 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4.70043971814109 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SRS022687.SRX022226" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7.88874324889826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.95419631038687 7.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS022372.SRX022226" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 6 4.70043971814109 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0
"SRS051769.SRX022227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.19967234483636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SRS022564.SRX022226" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS048602.SRX022227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 3.4594316186373 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0
"SRS057920.SRX022227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.61470984411521 0 0 0 0 0 0 0 6.7279204545632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS064913.SRX022227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.93073733756289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.82654848729092 3.70043971814109 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS020488.SRX022230" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.85798099512757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.12928301694497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 3.32192809488736 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS020602.SRX022230" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.58496250072116 0 0 0 0 0 0 0 7.13955135239879 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS020944.SRX022239" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 8.53915881110803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS021259.SRX022239" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.70043971814109 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS022051.SRX022231" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.35755200461808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.64385618977472 0 0 0 0 0 0 0 8.19475685442225 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700014535.V35.241762" 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.83289001416474 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 7.40087943628218 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0
"X700015439.V35.241712" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 6.89481776330794 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"X700015730.V35.241804" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.22881869049588 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700014934.V35.241820" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.58496250072116 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5.85798099512757 0 0 0 0 0 0 7.03342300153745 5.85798099512757 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700015093.V35.241773" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.91886323727459 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700016365.V35.241702" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 4.85798099512757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700016159.V35.241760" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 6.49185309632967 0 0 0 0 0 0 1.58496250072116 9.82336724004623 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700033170.V35.241783" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4.52356195605701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4.64385618977472 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2.58496250072116 0 0 0 0 7.11894107272351 0 0 0 0 0 0 1 8.93073733756289 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"X700014741.V35.241810" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 5.12928301694497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 1.58496250072116 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS013714.SRX019690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 6.39231742277876 0 0 0 0 0 0 1 8.65463602852797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700014808.V35.241722" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.77478705960117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS011488.SRX020668" 3.16992500144231 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS021619.SRX020679" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.88264304936184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 6.89481776330794 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS046160.SRX020685" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.20945336562895 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.55458885167764 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 1 0 0 0
"X700015649.V35.241767" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.4757334309664 9.403012023575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"SRS011425.SRX020669" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.04439411935845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 3.90689059560852 0 0 0 0 0 0 0 3.32192809488736 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS056999.SRX020686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.56224242422107 0 0 0 0 0 0 0 0 0 0 3.58496250072116 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 8.61102479730735 8.52356195605701 2.58496250072116 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0
"SRS020431.SRX019682" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.65821148275179 0 0 0 0 0 0 0 5.83289001416474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.24792751344359 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 6.06608919045777 0 0 1 0 0 0 3.16992500144231 6.06608919045777 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS013656.SRX019690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6.84549005094437 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 6.8073549220576 0 0 0 0 0 0 0 8.17492568250068 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS011512.SRX020666" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 4.24792751344359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.58496250072116 4.95419631038687 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS015401.SRX020555" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.93073733756289 7.18982455888002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS018797.SRX020576" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.95419631038687 0 0 0 0 0 0 0 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 2.58496250072116 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 0 0 0 0 10.6266216523584 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS016602.SRX019686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.11374216604919 8.35755200461808 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X700014742.V35.241810" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 4.85798099512757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS016868.SRX019692" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
