"s__acidaminiphila" "s__acnes" "s__adhaesivum" "s__adolescentis" "s__aeria" "s__aerofaciens" "s__agalactiae" "s__aggregatus" "s__agilis" "s__ahygroscopicus" "s__alaskensis" "s__albidocapillata" "s__alcaligenes" "s__alkalitolerans" "s__aminovorans" "s__amylolyticus" "s__amylovorum" "s__anaerobius" "s__andropogonis" "s__anginosus" "s__animalis" "s__aquatilis" "s__arupense" "s__arvensicola" "s__asini" "s__aureum" "s__aureus" "s__aurum" "s__autotrophicus" "s__bacteriovorus" "s__balearica" "s__barengoltzii" "s__bifida" "s__bifidum" "s__biforme" "s__biprosthecium" "s__bispora" "s__boronitolerans" "s__bowmanii" "s__brevis" "s__bryantii" "s__bryophila" "s__C21_c20" "s__caccae" "s__caeni" "s__campisalis" "s__canimorsus" "s__cateniformis" "s__catus" "s__cecorum" "s__celatum" "s__celer" "s__cellulosum" "s__chitinolyticus" "s__chondroitinus" "s__cinerea" "s__citronellolis" "s__clausii" "s__coagulans" "s__coleohominis" "s__copri" "s__cosmopolitanus" "s__cryaerophilus" "s__cryoconitis" "s__curvus" "s__delafieldii" "s__delbrueckii" "s__dentocariosa" "s__diminuta" "s__dispar" "s__dispersa" "s__distasonis" "s__doebereinerae" "s__dolichum" "s__durum" "s__echinoides" "s__effusa" "s__eggerthii" "s__eikelboomii" "s__elegans" "s__elkanii" "s__endodontalis" "s__endophyticus" "s__enterica" "s__epidermidis" "s__equi" "s__equorum" "s__europaeus" "s__exhalans" "s__faecis" "s__faecium" "s__fascians" "s__firmus" "s__fischeri" "s__flavefaciens" "s__flexus" "s__formigenes" "s__fragi" "s__fragilis" "s__fulvum" "s__fusca" "s__gargensis" "s__garvieae" "s__gelatinosus" "s__genomosp." "s__genosp." "s__geothermalis" "s__gibsonii" "s__ginsengihumi" "s__gladioli" "s__gnavus" "s__granuli" "s__granulosum" "s__gubbeenense" "s__guillouiae" "s__haemolyticus" "s__haemoperoxidus" "s__halodurans" "s__halophobica" "s__hiranonis" "s__huakuii" "s__humi" "s__hydrocarbonoclasticus" "s__hyovaginalis" "s__hypermegale" "s__ichthyoenteri" "s__indoligenes" "s__iners" "s__infantis" "s__influenzae" "s__insecticola" "s__intermedia" "s__intermedium" "s__invocatus" "s__jenensis" "s__johnsonii" "s__kashmirensis" "s__kestanbolensis" "s__komagatae" "s__kroppenstedtii" "s__kuhniae" "s__kujiense" "s__lanatus" "s__larsenii" "s__lautus" "s__leguminosarum" "s__lenta" "s__lividum" "s__luteciae" "s__luteus" "s__lwoffii" "s__macerans" "s__maitriensis" "s__marcescens" "s__marisflavi" "s__maritypicum" "s__mastitidis" "s__mazei" "s__melaninogenica" "s__melopsittaci" "s__meningoseptica" "s__mephitis" "s__mesenteroides" "s__metschnikovii" "s__mexicana" "s__michiganensis" "s__mobilis" "s__modestum" "s__moniliformis" "s__moorei" "s__morganii" "s__mucilaginosa" "s__muciniphila" "s__mucosa" "s__mucosae" "s__multivorum" "s__multocida" "s__muralis" "s__nanceiensis" "s__natatoria" "s__neonatale" "s__nigrescens" "s__nitroreducens" "s__noxia" "s__obscurus" "s__ochracea" "s__odoratimimus" "s__organophilum" "s__otitis" "s__ovatus" "s__p-1630-c5" "s__pachnodae" "s__pallens" "s__palleronii" "s__palustris" "s__paradoxus" "s__parahaemolyticus" "s__parainfluenzae" "s__parvula" "s__pasteurianum" "s__paucivorans" "s__perfringens" "s__petroleiphilum" "s__pettenkoferi" "s__plebeius" "s__porcinus" "s__porphyrae" "s__prausnitzii" "s__producta" "s__pseudolongum" "s__psychrolactophilus" "s__psychrophilus" "s__psychrotolerans" "s__pulmonis" "s__ramosa" "s__ramosum" "s__rectus" "s__reuszeri" "s__reuteri" "s__rhizophila" "s__rhizosphaerae" "s__rhizovicinus" "s__rimae" "s__rosea" "s__ruber" "s__rugosa" "s__ruminis" "s__rumoiensis" "s__saccharolyticum" "s__salaria" "s__salsilacus" "s__SCA1145" "s__SCA1170" "s__schaedleri" "s__schindleri" "s__sciuri" "s__segnis" "s__selenatarsenatis" "s__serinedens" "s__shigelloides" "s__simulans" "s__socranskii" "s__somerae" "s__stationis" "s__stercorea" "s__stercoris" "s__stuartii" "s__stutzeri" "s__stygium" "s__subflava" "s__subterminale" "s__subterranea" "s__succinicans" "s__succinus" "s__tannerae" "s__Taxon" "s__tenuis" "s__thermodenitrificans" "s__toletana" "s__torques" "s__transvaalensis" "s__tropica" "s__umsongensis" "s__uniformis" "s__variabile" "s__venetianus" "s__veronii" "s__viridans" "s__viridescens" "s__viridiflava" "s__wittichii" "s__xenophagum" "s__yabuuchiae" "s__yanoikuyae" "s__zavarzinii" "s__zeae" "s__zeaxanthinifaciens"
"Wilbraview.Forehead" 0 8.81698362325538 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 5.8073549220576 0 0 0 0 0 0 2 0 5.24792751344359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 3.32192809488736 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4.85798099512757 0 0 0 0 0 0 0 13.2705873404475 0 2.8073549220576 0 0 0 0 0 0 0 0 0 1 0 5.52356195605701 2.58496250072116 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 2 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4.08746284125034 3.16992500144231 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.75488750216347 1.58496250072116 0 0 0 0 3.70043971814109 0 0 0 0 0 0 3.58496250072116 2.8073549220576 4.16992500144231 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0
"Caryll.Forehead" 0 10.9210970881068 2.8073549220576 3.58496250072116 4.90689059560852 0 0 2 0 0 0 0 0 0 1 0 0 0 1 1.58496250072116 0 0 0 0 0 4 3.70043971814109 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 3.70043971814109 0 0 0 1 0 0 6.4093909361377 0 4.24792751344359 0 0 0 0 6.33985000288462 0 0 0 0 0 0 0 2.32192809488736 0 2.58496250072116 0 1.58496250072116 0 0 0 0 0 0 0 0 2.32192809488736 0 1.58496250072116 0 0 0 0 0 1.58496250072116 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 13.4621187980792 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 3.58496250072116 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 3.8073549220576 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3.32192809488736 0 1 2 0 0 2.32192809488736 0 0 0 0 7.84549005094437 4 0 0 0 0 0 0 0 0 2.8073549220576 0 0 1.58496250072116 0 0 2 0 0 0 0 0 1.58496250072116 3.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 6.78135971352466 3.4594316186373 0 0 0 0 5.6724253419715 0 0 0 0 0 0 3.90689059560852 0 5.58496250072116 0 2.58496250072116 1 1 0 0 0 0 0 0 0 0 0 2.8073549220576 0 2 2.8073549220576 0 0 0 0 0 0 0 0 0 0
"Westbora.Forehead" 0 10.7013064619586 1.58496250072116 6.55458885167764 2.32192809488736 7.11894107272351 0 1.58496250072116 0 0 0 0 0 0 1.58496250072116 0 0 2.8073549220576 1 2.8073549220576 0 0 0 0 0 1.58496250072116 4.64385618977472 0 0 0 0 0 4.4594316186373 2.32192809488736 4.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 1 0 0 0 0 3.70043971814109 0 0 0 0 11.1465686757408 0 0 1.58496250072116 0 0 0 6.83289001416474 1 6.96578428466209 0 4.85798099512757 0 2 5.4594316186373 0 0 0 0 0 0 3.4594316186373 0 0 3.58496250072116 0 1 3.90689059560852 0 1.58496250072116 0 1 0 0 2.58496250072116 2.58496250072116 0 3 1 0 0 0 0 0 0 0 0 1 0 0 6.79441586635011 0 3.4594316186373 0 1.58496250072116 1 0 0 0 2.32192809488736 0 0 0 0 0 0 0 2.58496250072116 1.58496250072116 5.24792751344359 0 0 0 0 0 11.8618623400592 0 0 0 0 0 0 0 0 0 0 0 0 0 5.55458885167764 0 0 0 0 0 0 0 0 7.8703647195834 0 0 0 2 0 0 1 0 0 0 4.64385618977472 0 7.82654848729092 0 2 0 0 0 0 6.7279204545632 0 0 5.52356195605701 0 1.58496250072116 0 2.32192809488736 0 0 0 5.12928301694497 4.16992500144231 0 3.90689059560852 0 0 0 4.32192809488736 8.26209484537018 5.52356195605701 0 2 0 1 0 0 2.58496250072116 0 7.4757334309664 1 0 0 0 0 2.8073549220576 0 0 2.8073549220576 0 0 4.90689059560852 1 0 6.06608919045777 2 0 0 0 0 0 0 0 0 0 0 5.12928301694497 1 4.8073549220576 0 0 0 8.1548181090521 2.8073549220576 0 0 0 3.16992500144231 0 0 0 8.20945336562895 0 3.4594316186373 0 0 4.90689059560852 0 0 0 0 0 0 0 1 3.32192809488736 0 0 0 0 0 1 0 0 2.8073549220576 0 0 0 0
"Janis.Forehead" 0 9.80251636512122 0 5.04439411935845 3.90689059560852 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 1 0 3.16992500144231 0 2.32192809488736 0 0 2 4.90689059560852 1 0 0 0 0 2.58496250072116 0 5.4262647547021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 0 0 0 0 0 0 2.58496250072116 0 5.55458885167764 0 0 0 0 2.32192809488736 2.58496250072116 0 4.52356195605701 0 0 0 0 0 0 4.70043971814109 0 1 0 0 0 0 0 0 0 1 3.4594316186373 0 4.64385618977472 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 3.58496250072116 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1 1.58496250072116 3 0 0 0 0 0 12.5502658068687 0 1 2 11.9414144709429 1 0 0 0 0 0 0 0 0 6.6724253419715 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 3 0 0 0 0 0 0 3 2.32192809488736 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3.58496250072116 0 2.32192809488736 0 0 1.58496250072116 0 4.58496250072116 3.4594316186373 0 5.6724253419715 0 0 0 0 0 0 5.16992500144231 0 0 0 0 1 0 0 1 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 5.49185309632967 2 3 0 0 0 7.73470962022584 0 0 0 0 0 0 2.32192809488736 0 4.8073549220576 0 1 0 0 0 0 0 0 0 1 0 0 0 3.58496250072116 1 0 2.58496250072116 0 0 1 3.4594316186373 0 2.8073549220576 0 0 0 0
"Pinrock.Forehead" 0 7.37503943134692 0 0 0 0 2.58496250072116 2.58496250072116 0 0 0 0 0 3.16992500144231 4.58496250072116 0 0 3.58496250072116 1 1 0 0 0 0 0 2 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 4.95419631038687 0 0 0 0 0 0 0 1 0 0 0 1 0 0 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.4465664090661 0 0 0 6.3037807481771 0 0 0 0 0 0 0 1 0 7.61470984411521 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 1 0 6.20945336562895 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 2.32192809488736 7.51569983828404 4.08746284125034 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 7.94251450533924 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6.28540221886225 0 0 0 0 0 6.12928301694497 0 0 0 0 0 1.58496250072116 3 1.58496250072116 5.04439411935845 0 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 1 0 0 0 0 0 0 3
"Elmavenue.Forehead" 0 9.43462822763673 4.95419631038687 0 3.90689059560852 1 6.28540221886225 0 0 0 0 0 0 0 3.16992500144231 0 0 5.88264304936184 1 3.70043971814109 0 0 0 0 0 0 3.58496250072116 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 1.58496250072116 0 0 0 0 4.58496250072116 0 0 3 0 0 0 6.14974711950468 0 6.71424551766612 0 2.58496250072116 0 0 2.58496250072116 0 0 0 0 0 0 0 1 0 6.44294349584873 1 1.58496250072116 0 0 1 0 0 0 0 0 2 0 4.39231742277876 2.32192809488736 0 0 0 0 1.58496250072116 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 13.355213428116 0 3 2.8073549220576 8.21431912080077 0 0 0 0 0 0 0 0 0 7.38370429247405 0 0 0 0 0 0 0 0 4.39231742277876 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 5.85798099512757 1 2 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 6.39231742277876 4.16992500144231 0 2.8073549220576 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.56985560833095 0 3 0 0 0 6.08746284125034 0 0 0 0 0 0 2.32192809488736 2.8073549220576 5.61470984411521 0 2 0 0 0 0 0 0 0 0 0 0 0 3.90689059560852 1.58496250072116 0 2.32192809488736 0 0 2 1 0 2 1 0 0 0
"Shadyside.Forehead" 0 6.61470984411521 4.08746284125034 1 2.58496250072116 0 0 7.3037807481771 0 0 5.16992500144231 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 2 0 0 5.6724253419715 3.16992500144231 0 0 0 0 0 3.32192809488736 2.32192809488736 7.49185309632967 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 6.83289001416474 0 0 0 1 0 2.8073549220576 0 0 0 0 0 2.8073549220576 0 1 0 2.32192809488736 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 13.5394011790281 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 0 5.20945336562895 0 0 0 1.58496250072116 0 0 0 3.16992500144231 0 0 0 0 6.32192809488736 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4.08746284125034 0 0 9.35314682549808 5.04439411935845 7.36632221424582 4.64385618977472 0 4.32192809488736 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1.58496250072116 0 0 0 0 0 0 1 0 0 0 6.74146698640115 0 0 0 0 0 5.39231742277876 0 0 0 0 0 0 6.5077946401987 0 6.44294349584873 0 6.4757334309664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 2.32192809488736 0 3.32192809488736 0 0 0 3.90689059560852
"Loveland.Forehead" 0 8.73470962022584 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 4.32192809488736 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 1.58496250072116 0 0 0 0 0 0 3.16992500144231 0 6.71424551766612 0 0 0 0 4.4594316186373 0 0 2.58496250072116 0 0 0 0 0 0 3.32192809488736 0 1.58496250072116 0 0 0 0 0 0 0 0 1 0 2 1.58496250072116 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 13.7939080718143 0 0 0 0 0 0 0 0 0 0 0 0 0 5.85798099512757 0 0 0 0 0 0 0 0 6.4093909361377 0 0 0 0 0 0 0 0 0 0 1 0 5.78135971352466 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4.39231742277876 0 0 1.58496250072116 2.8073549220576 6.35755200461808 4.64385618977472 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 6.90689059560852 1 1 0 0 1 3.32192809488736 0 0 0 0 0 0 3.32192809488736 0 5.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2.58496250072116 0 0 1 0 0 0 0 0 0 0
"Cornstalk.Forehead" 0 4.90689059560852 0 1 1 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 3.4594316186373 0 0 0 0 1.58496250072116 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 10.5420645422834 0 1 0 7.65821148275179 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4.39231742277876 0 1 0 0 0 0 0 0 0 1.58496250072116 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3.58496250072116 0 3.32192809488736 0 0 0 1 0 0 0 0 0 0 1 0 4.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0
"Hager.Forehead" 0 8.66177809777199 4.24792751344359 2.58496250072116 1 1 0 0 0 0 0 0 0 0 4.8073549220576 2.32192809488736 0 0 0 0 0 0 0 0 0 0 5.85798099512757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 1.58496250072116 0 0 2 0 0 0 4.24792751344359 3 4.70043971814109 0 0 1 0 3.90689059560852 3 0 0 0 0 0 0 1 0 6 0 2 0 0 0 0 3 0 0 0 3.8073549220576 0 1.58496250072116 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 2.58496250072116 0 0 2.32192809488736 0 0 0 0 0 1 0 0 0 0 0 0 1.58496250072116 3.70043971814109 0 0 0 0 0 13.6465587101545 0 0 2.8073549220576 1 0 0 0 0 0 0 0 3.32192809488736 0 11.631177055704 1 0 0 0 0 2.32192809488736 0 0 1.58496250072116 0 2.58496250072116 0 0 0 0 0 1.58496250072116 0 0 0 0 4.24792751344359 0 0 0 2.32192809488736 0 0 0 0 0 0 2 0 0 0 0 0 5.58496250072116 0 0 0 0 0 1 3.32192809488736 0 6.4594316186373 4.39231742277876 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.84549005094437 3.58496250072116 1.58496250072116 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 6.78135971352466 2 1 0 0 0 5.83289001416474 0 0 0 1 0 2.32192809488736 2.32192809488736 0 3.90689059560852 0 5.16992500144231 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1.58496250072116 0 0 0 0 0 3.8073549220576 0 0 0 3.70043971814109
"Nobscot.Forehead" 0 5.35755200461808 5.04439411935845 0 3 2.32192809488736 0 1.58496250072116 0 0 1.58496250072116 0 0 4.95419631038687 0 1.58496250072116 0 1 1 0 0 0 0 0 0 3.70043971814109 5.93073733756289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3.32192809488736 0 0 0 0 0 0 0 0 1 0 0 0 0 3.4594316186373 0 0 3 0 0 0 4 2.58496250072116 4.58496250072116 0 1 0 0 3.32192809488736 0 0 0 0 0 0 1.58496250072116 0 0 6.14974711950468 0 3 0 0 0 2.58496250072116 3.32192809488736 0 0 0 4.16992500144231 0 6.02236781302845 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2.32192809488736 0 0 2 0 0 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.3800551485449 0 3.32192809488736 3 8.28540221886225 2 0 2.8073549220576 0 0 0 0 1.58496250072116 0 5.7279204545632 5.04439411935845 0 1 0 0 0 0 0 4.39231742277876 0 0 0 1.58496250072116 0 0 2.8073549220576 2.8073549220576 0 0 2.32192809488736 2.58496250072116 2.58496250072116 0 2.8073549220576 0 0 0 0 3.8073549220576 0 0 1 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 3.4594316186373 0 5 3.8073549220576 0 0 0 2.58496250072116 0 0 0 0 2 0 0 2 0 1 5.28540221886225 0 0 1 0 0 3.16992500144231 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 6.56985560833095 2.58496250072116 0 0 0 0 5.78135971352466 0 0 0 0 0 0 3.58496250072116 0 4.16992500144231 0 0 3 0 0 0 0 0 0 0 2.32192809488736 0 0 1 1 0 2.32192809488736 0 0 2 3 0 3.32192809488736 0 0 0 0
"Lonergan.Forehead" 0 1.58496250072116 0 1 2.58496250072116 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 3.70043971814109 0 0 0 0 1 0 0 0 0 0 0 4.39231742277876 1.58496250072116 4 0 0 0 0 2.32192809488736 0 0 0 0 0 0 1.58496250072116 0 0 3.32192809488736 0 1.58496250072116 0 0 1 0 0 0 0 1 2.58496250072116 0 3.16992500144231 2.32192809488736 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2.58496250072116 1 6.12928301694497 0 2.58496250072116 0 0 0 12.1605017475557 0 0 0 5.8073549220576 0 0 0 0 0 0 0 0 0 3.90689059560852 0 0 0 0 0 0 0 0 5.7279204545632 0 0 0 1 0 2.32192809488736 0 0 0 0 1 0 6.4594316186373 0 1 0 0 0 0 5.90689059560852 0 0 0 0 1 0 2.58496250072116 0 0 0 2.8073549220576 0 0 1 0 1.58496250072116 0 0 8.43879185257826 6.3037807481771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.04439411935845 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 2.58496250072116 1.58496250072116 0 0 0 4.24792751344359 0 0 0 0 0 1 2.32192809488736 0 7.4262647547021 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0
"Lippokd.Forehead" 0 12.6971847832245 2.32192809488736 0 3.32192809488736 0 0 0 0 0 0 0 0 1.58496250072116 2.32192809488736 0 2.32192809488736 0 0 0 1 0 0 0 0 0 5.28540221886225 0 0 0 0 0 2 0 0 0 0 0 0 3.4594316186373 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 1 0 7.3037807481771 0 5.35755200461808 0 0 0 0 4.70043971814109 1.58496250072116 0 0 0 0 0 2.58496250072116 1 0 5.4262647547021 0 2 0 0 0 0 0 0 0 0 3.58496250072116 0 2.32192809488736 0 0 1.58496250072116 0 0 2 0 0 0 0 0 0 1 0 4.08746284125034 0 4.08746284125034 2.32192809488736 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 2 0 0 4.52356195605701 1 0 0 12.0973737689902 0 0 0 8.12412131182919 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 5.04439411935845 0 2.8073549220576 0 3.4594316186373 0 0 0 0 0 0 0 0 6.95419631038687 0 0 0 1.58496250072116 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 2.32192809488736 0 0 0 4.58496250072116 9.40726776424473 5.04439411935845 0 4.95419631038687 0 1 0 0 0 0 2 0 0 0 0 2.58496250072116 1.58496250072116 0 0 4.08746284125034 0 0 3.4594316186373 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5.32192809488736 3 4.4594316186373 0 0 0 6.94251450533924 0 0 0 0 0 0 2.32192809488736 0 7.18982455888002 0 0 1 0 2 0 0 0 0 0 0 0 0 0 2 0 2 0 0 1 0 1 0 0 0 5.35755200461808 1
"Malfa.Forehead" 0 11.6013065261218 2.32192809488736 1.58496250072116 4.75488750216347 5.08746284125034 0 3.90689059560852 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 2 3.8073549220576 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 4.08746284125034 0 0 0 0 0 0 3.8073549220576 0 5.83289001416474 0 2.32192809488736 0 0 4.4594316186373 0 0 1 0 0 0 0 3.16992500144231 0 3.32192809488736 0 0 0 0 1.58496250072116 0 1.58496250072116 0 0 0 2 0 2.8073549220576 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 5 0 2.32192809488736 1.58496250072116 0 1 0 0 0 0 0 0 0 0 0 0 0 5.32192809488736 1 0 0 0 0 0 0 13.079984707034 0 0 0 4.32192809488736 0 0 0 0 0 0 0 0 0 2.32192809488736 1 0 0 0 0 0 0 0 5.70043971814109 0 0 0 0 0 0 0 0 0 0 1 0 4.16992500144231 0 0 0 1 0 0 4.4594316186373 0 0 3.16992500144231 0 1 0 3.4594316186373 0 0 0 0 3 0 3.4594316186373 0 0 2.32192809488736 1 7.38370429247405 6.08746284125034 0 3.58496250072116 0 2 0 3.70043971814109 0 0 3.4594316186373 1.58496250072116 0 0 0 0 2.32192809488736 0 0 2 0 0 0 2.32192809488736 0 0 3.58496250072116 0 0 0 0 0 0 2.58496250072116 0 0 0 6.20945336562895 1 0 0 0 0 5.88264304936184 2.8073549220576 0 0 0 0 0 2 1 5.7279204545632 0 0 0 0 2.8073549220576 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0
