"s__acnes" "s__aeria" "s__agalactiae" "s__alactolyticus" "s__aminovorans" "s__amylovorum" "s__anaerobius" "s__anginosus" "s__aquatilis" "s__aureus" "s__aurimucosum" "s__biforme" "s__boronitolerans" "s__bromii" "s__caccae" "s__callidus" "s__cecorum" "s__cinerea" "s__copri" "s__coprophilus" "s__delbrueckii" "s__dentocariosa" "s__depolymerans" "s__diminuta" "s__diospyrosa" "s__dispar" "s__distasonis" "s__dolichum" "s__durum" "s__eggerthii" "s__endodontalis" "s__epidermidis" "s__equi" "s__faecis" "s__farmeri" "s__fascians" "s__fragilis" "s__gallinarum" "s__garvieae" "s__genomosp." "s__globerulus" "s__gnavus" "s__granulosum" "s__haemolyticus" "s__helveticus" "s__iners" "s__infantis" "s__influenzae" "s__intermedia" "s__johnsonii" "s__komagatae" "s__kroppenstedtii" "s__kuhniae" "s__lividum" "s__longum" "s__luteciae" "s__luteus" "s__marcescens" "s__melaninogenica" "s__minor" "s__mirabilis" "s__moniliformis" "s__moorei" "s__mucilaginosa" "s__muciniphila" "s__multacida" "s__multivorum" "s__multocida" "s__nanceiensis" "s__nigrescens" "s__noxia" "s__ochracea" "s__ovatus" "s__pallens" "s__paradoxus" "s__parahaemolyticus" "s__parainfluenzae" "s__parvula" "s__plebeius" "s__pneumotropica" "s__prausnitzii" "s__producta" "s__pylori" "s__rhizosphaerae" "s__rimae" "s__rosea" "s__salivarius" "s__segnis" "s__sobrinus" "s__socranskii" "s__stercorea" "s__subflava" "s__tannerae" "s__uniformis" "s__venetianus" "s__viridiflava" "s__zeae"
"SRS057362.SRX019691" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1.58496250072116 0 0 0 6.24792751344359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 1 0 0 5.08746284125034 0 0 0 1.58496250072116 4.52356195605701 0 0 0 0 3.8073549220576 1 0 2.32192809488736 0 1 0 2.32192809488736 8.40087943628218 5.88264304936184 0 0 0 0 0 0 1 0 0 0 0 0 0 7.23840473932508 1.58496250072116 0 0 0 0
"SRS021496.SRX019690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 8.24317398347295 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.35314682549808 0 0 0 0 2 0 0 0 0 4.64385618977472 1 0 0 0 1.58496250072116 0 0 8.93369065495223 7.38370429247405 0 0 0 0 0 0 0 0 0 0 0 0 0 8.18487534290828 2.8073549220576 0 0 0 0
"SRS020362.SRX019691" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 9.61654884377899 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 1 1 0 0 0 0 0 0 0 5.58496250072116 0 0 9.33539035469392 0 0 0 0 6.24792751344359 0 0 0 0 2.32192809488736 0 0 1 0 1 0 0 5.70043971814109 5.20945336562895 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0
"SRS016859.SRX019692" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 8.82972273508606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 8.37937836707126 0 0 0 0 6.64385618977472 0 0 0 0 2.32192809488736 2 0 1 0 0 0 0 7.66533591718518 4.52356195605701 0 0 0 0 0 0 0 0 0 2 0 0 0 2.58496250072116 0 0 0 0 0
"SRS024220.SRX019692" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 8.78463484555752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 1 0 0 0 0 0 0 0 0 3.90689059560852 0 0 7.56224242422107 0 0 0 0 6.85798099512757 0 0 0 0 1 1.58496250072116 0 2.8073549220576 0 0 0 0 7.08746284125034 4.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1.58496250072116 0 0 0
"SRS024277.SRX019692" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 7.76818432477693 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 7.53138146051631 0 0 0 0 5.78135971352466 0 0 0 0 6.04439411935845 0 0 0 0 0 0 2 9.89178370321831 6.3037807481771 0 0 0 0 0 0 0 0 0 1 0 0 0 3 1 0 0 0 0
"SRS016859.SRX019696" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.0389189892923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 8.61470984411521 0 0 0 2 6.74146698640115 0 0 0 0 2 1 0 2.58496250072116 0 0 0 0 7.62205181945638 4.24792751344359 0 0 0 0 0 0 0 0 0 1 0 0 0 2.58496250072116 0 0 0 0 0
"SRS023188.SRX019692" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1 0 0 0 8.49185309632967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 8.43462822763673 0 0 0 0 7.12928301694497 0 0 0 0 3.70043971814109 1.58496250072116 0 1.58496250072116 0 0 0 2 8.88569637333939 6.74146698640115 0 0 0 0 0 0 0 0 0 2 0 1 0 2 0 0 0 0 0
"SRS022621.SRX019692" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 1 0 0 0 0 0 0 8.17492568250068 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 1 0 0 0 0 0 0 0 2.32192809488736 0 0 8.58871463558226 0 0 0 0 4.24792751344359 0 0 0 0 5.4594316186373 0 0 1.58496250072116 0 1 0 0 8.33091687811462 6.5077946401987 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 8.37068740680722 0 0 0 0 0
"SRS023188.SRX019696" 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 8.91587937883577 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 8.4594316186373 0 0 0 0 7.55458885167764 0 0 0 0 4 2 0 1 0 0 0 2.32192809488736 8.92481250360578 7 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 2.32192809488736 0 0 0 0 0
"SRS019566.SRX020560" 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3.70043971814109 1.58496250072116 0 0 0 0 0 0 9.1548181090521 0 0 1 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 3.90689059560852 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 8.75822321472672 0 0 0 1.58496250072116 2.32192809488736 0 0 0 0 7.81378119121704 0 0 1 0 2.8073549220576 0 1 8.4262647547021 8.96578428466209 0 0 0 0 0 0 1 0 0 2.32192809488736 0 0 0 4.90689059560852 0 0 0 0 0
"SRS014651.SRX020560" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 1 0 0 0 7.28540221886225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 7.4594316186373 0 0 0 1.58496250072116 7.36632221424582 0 0 0 0 7.91288933622996 1 0 0 0 0 0 1.58496250072116 9.66888498426625 7.88874324889826 0 0 0 0 0 0 0 0 0 2 0 0 0 9.21431912080077 0 0 0 0 0
"SRS047219.SRX020560" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3.90689059560852 0 0 0 0 0 0 9.91737207947684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.24792751344359 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 9.55458885167764 0 0 0 0 1 0 0 0 0 3 0 1.58496250072116 0 0 2.32192809488736 0 0 6.93073733756289 5.61470984411521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SRS015174.SRX020558" 0 2.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4.39231742277876 3.70043971814109 0 0 0 0 0 0 9.40087943628218 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 1.58496250072116 1 0 0 0 0 0 0 0 2 0 0 8.4757334309664 0 0 0 2.32192809488736 8.74819284958946 0 0 0 0 4.8073549220576 0 0 0 0 1.58496250072116 0 0 9.36850646150769 6.6724253419715 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 1 0 0 0 0
"SRS014750.SRX020558" 5.39231742277876 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.32192809488736 0 0 2 1.58496250072116 0 0 10.2761244052742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9.76155123244448 0 0 0 1.58496250072116 8.5352753766208 0 0 0 0 2 0 1.58496250072116 0 0 0 0 0 8.27146302790437 5.97727992349992 0 0 0 0 0 0 0 0 0 0 0 0 0 5.61470984411521 0 0 0 0 0
"SRS015870.SRX020558" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.52356195605701 5.58496250072116 0 0 0 0 0 0 10.6662240028032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.2784494582205 0 0 0 2.32192809488736 7.32192809488736 0 0 0 0 2.32192809488736 0 2.58496250072116 0 0 2 0 2.58496250072116 8.16992500144231 6.56985560833095 0 0 0 0 0 0 0 0 0 0 0 0 0 9.43879185257826 0 0 0 0 0
"SRS015354.SRX020535" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1.58496250072116 0 0 0 0 0 0 7.6724253419715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 8.8073549220576 0 0 0 1 4.4594316186373 0 0 0 0 2.32192809488736 0 0 0 0 1 0 0 9.01402047031493 7.3037807481771 0 0 0 0 0 0 0 0 0 0 0 0 0 8.16992500144231 2 0 0 0 0
"SRS015560.SRX020535" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.87958324961278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 8.13955135239879 0 0 0 0 8.87958324961278 1 0 0 0 0 3 0 1.58496250072116 0 0 0 0 4 6.10852445677817 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0
"SRS016002.SRX020573" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.16992500144231 6.4093909361377 0 0 1 0 0 0 8.67595703294175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.43671154213721 0 0 0 0 7.11894107272351 0 0 0 0 6.35755200461808 0 1 0 0 2.32192809488736 0 1 9.73640193131829 8.04984854945056 0 0 0 0 0 0 0 0 0 2 0 0 0 11.2300204357056 0 0 0 0 0
"SRS018739.SRX020522" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5.4262647547021 0 0 1 0 0 0 9.65463602852797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 8.61102479730735 0 0 0 0 3.16992500144231 0 0 0 0 6.61470984411521 0 4.58496250072116 2 0 3.32192809488736 0 0 6.89481776330794 6.4594316186373 0 0 0 0 0 0 0 0 0 1 0 0 0 7.91886323727459 8.07681559705083 1 0 0 0
"SRS016319.SRX020522" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2.32192809488736 0 0 1 0 0 0 9.63843591399047 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 8.876516946565 0 1 0 2.32192809488736 6.06608919045777 0 0 0 0 2 1 0 1 0 2 0 1 7.03342300153745 5.12928301694497 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"SRS018985.SRX020510" 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3.90689059560852 4.52356195605701 0 0 0 0 0 0 8.55458885167764 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 8.68299458368168 0 0 0 1.58496250072116 8.13955135239879 0 0 0 0 3.8073549220576 0 0 1 0 2 0 0 8.84549005094438 5.32192809488736 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 9.7714894695006 0 0 0 0 0
"SRS018985.SRX020520" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 4.24792751344359 0 0 0 0 0 0 8.40087943628218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 8.5352753766208 0 0 0 1 8.04439411935845 0 0 0 0 4.24792751344359 0 0 0 0 2.32192809488736 0 0 8.7279204545632 5.49185309632967 0 0 0 0 0 0 0 0 0 1 0 0 0 9.67065624911844 0 0 0 0 0
"SRS011506.SRX020660" 0 1.58496250072116 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 6.78135971352466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.10852445677817 0 0 0 0 5 0 0 0 0 6.58496250072116 1 0 1 0 0 0 0 8.59991284218713 5.75488750216347 0 0 0 0 0 0 0 0 0 1 0 0 0 5.28540221886225 1 0 0 0 0
"SRS011589.SRX020666" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 3 0 0 1 0 0 0 6.65821148275179 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 6.53915881110803 0 0 0 0 4.4594316186373 0 0 0 0 5.08746284125034 0 0 0 0 1.58496250072116 0 0 6.95419631038687 5.4262647547021 0 0 0 0 0 0 0 0 0 2 0 0 0 4.4594316186373 2.32192809488736 0 0 0 0
"SRS011484.SRX020668" 1.58496250072116 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 3.90689059560852 0 0 0 0 0 0 8.24792751344359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.33985000288462 0 0 0 0 6.55458885167764 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 5.32192809488736 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 1 0 0 0 0
"SRS014651.SRX020551" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 1.58496250072116 0 0 7.49984588708321 0 0 0 2 5.4262647547021 0 0 0 0 7.62205181945638 0 0 0 0 0 0 0 9.23122118071119 7.55458885167764 0 0 0 0 0 0 0 0 0 0 0 0 0 8.82972273508606 0 1 0 0 0
"SRS019566.SRX020551" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 2.58496250072116 0 0 1 0 0 0 8.70043971814109 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 4.24792751344359 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 8.67948009950545 0 0 0 0 1.58496250072116 0 0 0 0 7.64385618977472 0 0 1.58496250072116 0 2.32192809488736 0 0 8.10328780841202 8.42206476617281 0 0 0 0 0 0 1 0 0 1 0 0 0 4.32192809488736 0 0 0 0 0
"SRS015395.SRX020555" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 8.79766152585376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 7.44294349584873 0 0 0 0 8.4594316186373 0 0 0 0 3.4594316186373 0 0 0 0 0 0 0 6.49185309632967 5.16992500144231 0 0 0 0 0 0 0 0 0 1 0 0 0 3.8073549220576 0 0 0 0 0
"SRS015117.SRX020555" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 4 0 0 1 0 0 0 10.1522848423066 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4.8073549220576 0 0 0 1 1 0 0 0 0 0 0 0 0 1.58496250072116 0 0 9.97010589061218 0 0 0 0 7.21916852046216 0 0 0 0 2.32192809488736 0 1.58496250072116 0 0 2.32192809488736 0 0 6.98868468677217 5.4594316186373 0 0 0 0 0 0 0 0 0 1 0 0 0 5.83289001416474 0 1 0 0 0
"SRS042427.SRX020531" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4.08746284125034 0 0 0 0 0 0 9.3037807481771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 1 0 0 0 0 0 0 0 0 2.58496250072116 0 0 9.29920801838728 0 0 0 0 7.14974711950468 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 6.4757334309664 4.75488750216347 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SRS042698.SRX020576" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 4 0 0 0 0 0 0 10.1228279948077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 0 0 9.01122725542325 0 0 0 0 5.7279204545632 0 0 0 0 3.90689059560852 0 0 0 0 2.32192809488736 0 0 8.83920378809694 7.53915881110803 0 0 0 0 0 0 0 0 0 0 0 0 0 3.4594316186373 0 0 0 0 0
"SRS014952.SRX020576" 1 4 0 0 0 0 0 4.85798099512757 0 0 0 0 0 0 0 0 0 6.24792751344359 7.64385618977472 0 0 2.32192809488736 0 0 0 12.8950071803687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.75488750216347 0 0 0 1 2.32192809488736 3.4594316186373 0 0 0 0 0 0 0 7.15987133677839 0 0 13.1713331958351 0 0 0 3.70043971814109 10.7507069862249 0 0 0 0 6.16992500144231 2 1.58496250072116 1 0 5.4262647547021 0 0 9.97584796800678 8.14974711950468 0 0 0 0 0 0 1 0 0 2 0 0 1 12.0950673016071 0 0 0 0 0
"SRS048709.SRX020665" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.31288295528436 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 7.8008998999203 0 0 0 0 5.55458885167764 0 0 0 0 7.04439411935845 0 1 0 0 0 0 0 10.0552824355012 7.29462074889163 0 0 1 0 0 0 0 0 0 0 0 0 0 7.62205181945638 0 1.58496250072116 0 0 0
"SRS065656.SRX020665" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 7.56985560833095 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3.58496250072116 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 8.03342300153745 0 0 0 0 8.7176764230664 0 0 0 0 6.28540221886225 0 0 2.32192809488736 0 2.58496250072116 0 0 10.9498267107591 8.55074678538324 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"SRS063184.SRX020542" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.4594316186373 0 0 0 0 0 0 8.12928301694497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 1.58496250072116 0 0 8.07681559705083 0 0 0 0 6.12928301694497 0 0 0 0 4.16992500144231 0 0 0 0 1.58496250072116 0 0 6.78135971352466 5.49185309632967 0 0 0 0 0 0 0 0 0 0 0 0 0 4.52356195605701 0 0 0 0 0
"SRS056511.SRX020514" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.61470984411521 5.8073549220576 0 0 0 0 0 0 9.55842071326866 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 1.58496250072116 1.58496250072116 0 0 0 0 0 0 0 0 2.58496250072116 0 0 10.0728025345442 0 0 0 0 5.97727992349992 0 0 0 0 7.05528243550119 1 0 2.58496250072116 0 2.8073549220576 0 0 9.12670447284319 7.876516946565 1 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 12.3481748675356 0 0 0 0 0
"SRS065544.SRX020528" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 10.2082343583398 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4.8073549220576 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 10.0237543532994 0 0 0 0 5.08746284125034 0 0 0 0 2.32192809488736 0 1 0 0 1 0 0 3.70043971814109 5.78135971352466 0 0 1 0 0 0 1 0 0 1.58496250072116 0 0 0 2 1.58496250072116 0 0 0 0
"SRS053775.SRX020533" 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 2 0 0 0 0 0 0 8.76487159073609 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 2.32192809488736 0 0 6.53915881110803 0 0 0 0 9.0389189892923 0 0 0 0 6.96578428466209 0 0 0 0 1 0 0 10.0457596613827 5.78135971352466 0 0 0 0 0 0 0 0 0 0 0 0 0 4.39231742277876 0 0 0 0 0
"SRS051778.SRX020514" 0 0 0 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4.75488750216347 0 0 0 0 0 0 10.3837042924741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 3.4594316186373 0 0 9.71252700043982 0 0 0 0 4.16992500144231 0 0 0 0 4.85798099512757 0 1 0 0 1 0 0 8.96866679319521 6.61470984411521 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
"SRS062800.SRX020528" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 9.08480838780436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 1 0 0 0 0 0 0 0 2.58496250072116 0 0 7.97154355395077 0 0 0 0 8.67595703294175 0 0 0 0 0 0 0 0 0 0 0 1 7.88874324889826 5.75488750216347 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0
"SRS063776.SRX020579" 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.467605550083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 1 0 0 0 0 0 0 0 1.58496250072116 0 0 5.88264304936184 0 0 0 1 6.39231742277876 0 0 0 0 5.32192809488736 0 0 1 0 1 0 0 9.66355810421727 7.85798099512757 0 0 1 0 0 0 0 0 0 1.58496250072116 0 0 0 6.37503943134692 1 0 0 0 0
"SRS064558.SRX020579" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 1 0 0 0 9.95419631038687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9.82177398197057 0 0 0 0 7.53138146051631 0 0 0 0 2.32192809488736 0 2 0 0 2.32192809488736 0 0 5.32192809488736 5.28540221886225 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0
"SRS063516.SRX020579" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 8.96000193206808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 8.88874324889826 0 0 0 0 4.90689059560852 0 0 0 0 5.39231742277876 0 1.58496250072116 0 0 0 0 0 7.57742882803575 4.8073549220576 0 0 0 0 0 0 0 0 0 1 0 1 0 7.62205181945638 2.32192809488736 0 0 0 0
"SRS062540.SRX020548" 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 2 0 0 0 9.73809225962049 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 0 5.39231742277876 0 0 9.01959072835788 0 0 0 0 8.40514146313634 0 0 0 0 2.58496250072116 2.32192809488736 0 1.58496250072116 0 1 0 0 7.14974711950468 5.04439411935845 0 0 0 0 0 0 0 0 0 2 0 0 0 3.16992500144231 2 0 0 0 0
"SRS014271.SRX020560" 1.58496250072116 5.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 2 0 0 4.52356195605701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 0 0 0 0 9.13955135239879 0 0 0 0 1 0 0 1 0 0 0 2 9.56795607541547 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS022999.SRX020679" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3.32192809488736 0 0 1.58496250072116 0 0 0 9.07681559705083 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 1 0 0 0 0 0 0 0 0 1.58496250072116 0 0 8.10852445677817 0 0 0 0 7.67948009950545 0 0 0 0 6.06608919045777 1.58496250072116 0 2.32192809488736 0 3 0 0 7.52356195605701 6.52356195605701 0 0 0 0 0 0 1 0 0 0 0 1 0 7.17990909001493 0 0 0 0 0
"SRS020131.SRX020680" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 9.66177809777199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 3.32192809488736 0 0 9.73301532168596 0 0 0 0 7.02236781302845 0 0 0 0 1 1 0 0 0 0 0 3.70043971814109 5.88264304936184 4.08746284125034 0 0 0 0 0 0 0 0 6.39231742277876 0 0 0 0 0 1 0 0 0 0
