"s__acidaminiphila" "s__acidifaciens" "s__acnes" "s__adhaesivum" "s__adolescentis" "s__aeria" "s__aerofaciens" "s__agalactiae" "s__aggregatus" "s__agilis" "s__ahygroscopicus" "s__alaskensis" "s__albidocapillata" "s__alcaligenes" "s__alkalitolerans" "s__aminovorans" "s__amylolyticus" "s__amylovorum" "s__anaerobius" "s__andropogonis" "s__anginosus" "s__angustum" "s__animalis" "s__aquatilis" "s__arupense" "s__arvensicola" "s__asini" "s__atratus" "s__aureum" "s__aureus" "s__aurum" "s__autotrophicus" "s__bacteriovorus" "s__balearica" "s__barengoltzii" "s__bifida" "s__bifidum" "s__biforme" "s__biprosthecium" "s__bispora" "s__boronitolerans" "s__bowmanii" "s__brevis" "s__bromii" "s__bryantii" "s__bryophila" "s__C21_c20" "s__caccae" "s__caeni" "s__campisalis" "s__canimorsus" "s__cateniformis" "s__catus" "s__cecorum" "s__celatum" "s__celer" "s__cellulosum" "s__chitinolyticus" "s__chondroitinus" "s__cinerea" "s__citronellolis" "s__clausii" "s__coagulans" "s__coleohominis" "s__copri" "s__coprophilus" "s__cosmopolitanus" "s__cowanii" "s__cryaerophilus" "s__cryoconitis" "s__curvus" "s__D168" "s__delafieldii" "s__delbrueckii" "s__dentocariosa" "s__depolymerans" "s__diminuta" "s__diospyrosa" "s__dispar" "s__dispersa" "s__distasonis" "s__doebereinerae" "s__dolichum" "s__durum" "s__echinoides" "s__effusa" "s__eggerthii" "s__eikelboomii" "s__elegans" "s__elkanii" "s__endodontalis" "s__endophyticus" "s__enterica" "s__epidermidis" "s__equi" "s__equorum" "s__europaeus" "s__eutactus" "s__exhalans" "s__faecis" "s__faecium" "s__farmeri" "s__fascians" "s__firmus" "s__fischeri" "s__flavefaciens" "s__flexus" "s__formicigenerans" "s__formigenes" "s__fragi" "s__fragilis" "s__fulvum" "s__fusca" "s__gargensis" "s__garvieae" "s__gelatinosus" "s__genomosp." "s__genosp." "s__geothermalis" "s__gibsonii" "s__ginsengihumi" "s__gladioli" "s__globerulus" "s__gnavus" "s__gordonii" "s__granuli" "s__granulosum" "s__gubbeenense" "s__guilliermondii" "s__guillouiae" "s__haemolyticus" "s__haemoperoxidus" "s__halodurans" "s__halophilus" "s__halophobica" "s__hiranonis" "s__huakuii" "s__humi" "s__hydrocarbonoclasticus" "s__hyovaginalis" "s__hypermegale" "s__ichthyoenteri" "s__indoligenes" "s__iners" "s__infantis" "s__influenzae" "s__insecticola" "s__intermedia" "s__intermedium" "s__invocatus" "s__jenensis" "s__johnsonii" "s__kashmirensis" "s__kestanbolensis" "s__komagatae" "s__kroppenstedtii" "s__kuhniae" "s__kujiense" "s__lanatus" "s__larsenii" "s__lautus" "s__leguminosarum" "s__lenta" "s__limosus" "s__lividum" "s__longum" "s__luteciae" "s__luteus" "s__lwoffii" "s__macerans" "s__maitriensis" "s__marcescens" "s__marincola" "s__marisflavi" "s__maritypicum" "s__mastitidis" "s__mazei" "s__mediolanus" "s__melaninogenica" "s__melopsittaci" "s__meningoseptica" "s__mephitis" "s__mesenteroides" "s__metschnikovii" "s__mexicana" "s__michiganensis" "s__minor" "s__mobilis" "s__modestum" "s__moniliformis" "s__moorei" "s__morganii" "s__mucilaginosa" "s__muciniphila" "s__mucosa" "s__mucosae" "s__multivorum" "s__multocida" "s__muralis" "s__nanceiensis" "s__natatoria" "s__neonatale" "s__nigrescens" "s__nitritophilus" "s__nitroreducens" "s__noxia" "s__obeum" "s__obscurus" "s__ochracea" "s__odoratimimus" "s__organophilum" "s__oryzae" "s__otitis" "s__ovatus" "s__p-1630-c5" "s__pachnodae" "s__pallens" "s__palleronii" "s__palustris" "s__paradoxus" "s__parahaemolyticus" "s__parainfluenzae" "s__parvula" "s__pasteurianum" "s__paucivorans" "s__perfringens" "s__petroleiphilum" "s__pettenkoferi" "s__piscolens" "s__plebeius" "s__pneumotropica" "s__porcinus" "s__porphyrae" "s__prausnitzii" "s__producta" "s__pseudolongum" "s__psychrolactophilus" "s__psychrophilus" "s__psychrotolerans" "s__pulmonis" "s__ramosa" "s__ramosum" "s__rectus" "s__reuszeri" "s__reuteri" "s__rhizophila" "s__rhizosphaerae" "s__rhizovicinus" "s__Rickettsia" "s__rimae" "s__rosea" "s__ruber" "s__rugosa" "s__ruminis" "s__rumoiensis" "s__ruthenica" "s__saccharolyticum" "s__salaria" "s__salsilacus" "s__SCA1145" "s__SCA1170" "s__schaedleri" "s__schindleri" "s__sciuri" "s__segnis" "s__selenatarsenatis" "s__serinedens" "s__shigelloides" "s__simulans" "s__socranskii" "s__somerae" "s__sphaeroides" "s__stationis" "s__stercorea" "s__stercoris" "s__stuartii" "s__stutzeri" "s__stygium" "s__subflava" "s__subterminale" "s__subterranea" "s__succinicans" "s__succinus" "s__sulfureus" "s__tannerae" "s__Taxon" "s__tenuis" "s__terrigena" "s__tetani" "s__thermoamylovorans" "s__thermodenitrificans" "s__toletana" "s__torques" "s__transvaalensis" "s__tropica" "s__umsongensis" "s__uniformis" "s__variabile" "s__venetianus" "s__veronii" "s__versatilis" "s__vestfoldensis" "s__viridans" "s__viridescens" "s__viridiflava" "s__wittichii" "s__xenophagum" "s__yabuuchiae" "s__yanoikuyae" "s__zavarzinii" "s__zeae" "s__zeaxanthinifaciens" "NA" "NA.1" "NA.2" "NA.3" "NA.4" "NA.5" "NA.6" "NA.7" "NA.8" "NA.9" "NA.10" "NA.11" "NA.12" "NA.13" "NA.14" "NA.15" "NA.16" "NA.17" "NA.18" "NA.19" "NA.20" "NA.21" "NA.22" "NA.23" "NA.24" "NA.25" "NA.26" "NA.27" "NA.28" "NA.29" "NA.30" "NA.31" "NA.32" "NA.33" "NA.34" "NA.35" "NA.36" "NA.37" "NA.38" "NA.39" "NA.40" "NA.41" "NA.42" "NA.43" "NA.44" "NA.45" "NA.46" "NA.47" "NA.48" "NA.49" "NA.50" "NA.51" "NA.52" "NA.53" "NA.54" "NA.55" "NA.56" "NA.57" "NA.58" "NA.59" "NA.60" "NA.61" "NA.62" "NA.63" "NA.64" "NA.65" "NA.66" "NA.67" "NA.68" "NA.69" "NA.70" "NA.71" "NA.72" "NA.73" "NA.74" "NA.75" "NA.76" "NA.77" "NA.78" "NA.79" "NA.80" "NA.81" "NA.82" "NA.83" "NA.84" "NA.85" "NA.86" "NA.87" "NA.88" "NA.89" "NA.90" "NA.91" "NA.92" "NA.93" "NA.94" "NA.95" "NA.96" "NA.97" "NA.98" "NA.99" "NA.100" "NA.101" "NA.102" "NA.103" "NA.104" "NA.105" "NA.106" "NA.107" "NA.108" "NA.109" "NA.110" "NA.111" "NA.112" "NA.113" "NA.114" "NA.115" "NA.116" "NA.117" "NA.118" "NA.119" "NA.120" "NA.121" "NA.122" "NA.123" "NA.124" "NA.125" "NA.126" "NA.127" "NA.128" "NA.129" "NA.130" "NA.131" "NA.132" "NA.133" "NA.134" "NA.135" "NA.136" "NA.137" "NA.138" "NA.139" "NA.140" "NA.141" "NA.142" "NA.143" "NA.144" "NA.145" "NA.146" "NA.147" "NA.148" "NA.149" "NA.150" "NA.151" "NA.152" "NA.153" "NA.154" "NA.155" "NA.156" "NA.157" "NA.158" "NA.159" "NA.160" "NA.161" "NA.162" "NA.163" "NA.164" "NA.165" "NA.166" "NA.167" "NA.168" "NA.169" "NA.170" "NA.171" "NA.172" "NA.173" "NA.174" "NA.175" "NA.176" "NA.177" "NA.178" "NA.179" "NA.180" "NA.181" "NA.182" "NA.183" "NA.184" "NA.185" "NA.186" "NA.187" "NA.188" "NA.189" "NA.190" "NA.191" "NA.192" "NA.193" "NA.194" "NA.195" "NA.196" "NA.197" "NA.198" "NA.199" "NA.200" "NA.201" "NA.202" "NA.203" "NA.204" "NA.205" "NA.206" "NA.207" "NA.208" "NA.209" "NA.210" "NA.211" "NA.212" "NA.213" "NA.214" "NA.215" "NA.216" "NA.217" "NA.218" "NA.219" "NA.220" "NA.221" "NA.222" "NA.223" "NA.224" "NA.225" "NA.226" "NA.227" "NA.228" "NA.229" "NA.230" "NA.231" "NA.232" "NA.233" "NA.234" "NA.235" "NA.236" "NA.237" "NA.238" "NA.239" "NA.240" "NA.241" "NA.242" "NA.243" "NA.244" "NA.245" "NA.246" "NA.247" "NA.248" "NA.249" "NA.250" "NA.251" "NA.252" "NA.253" "NA.254" "NA.255" "NA.256" "NA.257" "NA.258" "NA.259" "NA.260" "NA.261" "NA.262" "NA.263" "NA.264" "NA.265" "NA.266" "NA.267" "NA.268" "NA.269" "NA.270" "NA.271" "NA.272" "NA.273" "NA.274" "NA.275" "NA.276" "NA.277" "NA.278" "NA.279" "NA.280" "NA.281" "NA.282" "NA.283" "NA.284" "NA.285" "NA.286" "NA.287" "NA.288" "NA.289" "NA.290" "NA.291" "NA.292" "NA.293" "NA.294" "NA.295" "NA.296" "NA.297" "NA.298" "NA.299" "NA.300" "NA.301" "NA.302" "NA.303" "NA.304" "NA.305" "NA.306" "NA.307" "NA.308" "NA.309" "NA.310" "NA.311" "NA.312" "NA.313" "NA.314" "NA.315" "NA.316" "NA.317" "NA.318" "NA.319" "NA.320" "NA.321" "NA.322" "NA.323" "NA.324" "NA.325" "NA.326" "NA.327" "NA.328" "NA.329" "NA.330" "NA.331" "NA.332" "NA.333" "NA.334" "NA.335" "NA.336" "NA.337" "NA.338" "NA.339" "NA.340" "NA.341" "NA.342" "NA.343" "NA.344" "NA.345" "NA.346" "NA.347" "NA.348" "NA.349" "NA.350" "NA.351" "NA.352" "NA.353" "NA.354" "NA.355" "NA.356" "NA.357" "NA.358" "NA.359" "NA.360" "NA.361" "NA.362" "NA.363" "NA.364" "NA.365" "NA.366" "NA.367" "NA.368" "NA.369" "NA.370" "NA.371" "NA.372" "NA.373" "NA.374" "NA.375" "NA.376" "NA.377" "NA.378" "NA.379" "NA.380" "NA.381" "NA.382" "NA.383" "NA.384" "NA.385" "NA.386" "NA.387" "NA.388" "NA.389" "NA.390" "NA.391" "NA.392" "NA.393" "NA.394" "NA.395" "NA.396" "NA.397" "NA.398" "NA.399" "NA.400" "NA.401" "NA.402" "NA.403" "NA.404" "NA.405" "NA.406" "NA.407" "NA.408" "NA.409" "NA.410" "NA.411" "NA.412" "NA.413" "NA.414" "NA.415" "NA.416" "NA.417" "NA.418" "NA.419" "NA.420" "NA.421" "NA.422" "NA.423" "NA.424" "NA.425" "NA.426" "NA.427" "NA.428" "NA.429" "NA.430" "NA.431" "NA.432" "NA.433" "NA.434" "NA.435" "NA.436" "NA.437" "NA.438" "NA.439" "NA.440" "NA.441"
"Hallets.Forehead" 0 0 12.6022349013411 0 2.8073549220576 1 1 1.58496250072116 2.58496250072116 0 0 0 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 2 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 1 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 3.32192809488736 0 0 0 0 1 0 0 0 0 1.58496250072116 0 3.32192809488736 0 0 3.16992500144231 0 1 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 1 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 3.4594316186373 0 0 0 12.3888245380236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 1.58496250072116 0 0 0 0 0 0 0 0 0 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 1 0 0 0 0 0 0 0 0 2 0 5.4594316186373 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 1 1.58496250072116 6.4757334309664 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 3.16992500144231 0 0 2.58496250072116 0 0 4.52356195605701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.39231742277876 1.58496250072116 2 0 0 0 5.35755200461808 0 0 0 0 0 0 0 2.32192809488736 0 4.64385618977472 0 0 0 0 0 3.8073549220576 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Postscript.Forehead" 0 0 3.8073549220576 1 0 2.32192809488736 0 0 1.58496250072116 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 4.58496250072116 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3.58496250072116 0 0 0 0 0 0 0 11.427312844135 0 1 0 7.40087943628218 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 4.58496250072116 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 5.58496250072116 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1.58496250072116 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 4.16992500144231 0 1 0 0 0 4.64385618977472 0 0 0 0 0 0 0 1.58496250072116 0 4.8073549220576 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Starratt.Forehead" 0 0 3.4594316186373 4.75488750216347 3.32192809488736 3.70043971814109 4.85798099512757 0 1 0 0 0 0 0 0 4.08746284125034 0 0 0 1 2 0 0 0 0 0 0 0 2 5.90689059560852 0 0 0 0 0 5.20945336562895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 1 0 0 2.8073549220576 0 0 0 0 4.85798099512757 0 0 0 1.58496250072116 1.58496250072116 0 0 0 0 5.20945336562895 0 0 0 5.95419631038687 0 4 0 1.58496250072116 4.39231742277876 2.58496250072116 0 6.88264304936184 0 0 0 2.32192809488736 1.58496250072116 1 5.28540221886225 0 2.32192809488736 1.58496250072116 0 0 1 0 0 1 0 0 0 3.90689059560852 0 2.32192809488736 2.8073549220576 0 0 0 0 0 0 0 0 0 1 0 0 0 6.08746284125034 0 0 0 1 0 0 1.58496250072116 0 0 0 0 1 0 1 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 11.2330204264745 0 0 0 4.90689059560852 0 0 0 0 0 0 1 0 0 0 0 5.39231742277876 0 0 0 0 0 0 0 0 0 0 7.38370429247405 0 0 0 0 0 0 2.58496250072116 0 2.8073549220576 0 0 0 0 5.6724253419715 2.58496250072116 0 0 0 0 0 4.16992500144231 0 1.58496250072116 3.16992500144231 0 0 0 0 0 2 0 0 0 0 4.75488750216347 0 0 1.58496250072116 0 1 3 0 7.53915881110803 5.04439411935845 0 5.20945336562895 0 1 0 0 0 0 0 0 6.24792751344359 0 2.58496250072116 1 0 1 0 0 0 1 0 0 3.90689059560852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 1 0 0 0 0 8.92481250360578 0 0 0 0 1 1 0 2 0 5.75488750216347 0 4.32192809488736 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 6.06608919045777 1.58496250072116 0 0 0 0 0 0 0 3 0 4.75488750216347 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Coachmen.Forehead" 0 0 8.26209484537018 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 3 0 1 0 4.75488750216347 0 1 0 0 2.8073549220576 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.079984707034 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 1 0 0 0 0 0 0 0 6.70043971814109 4.24792751344359 0 6.44294349584873 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.20945336562895 0 0 0 0 0 6.32192809488736 0 0 0 0 0 0 0 2 0 4.39231742277876 0 2.58496250072116 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Gibbon.Forehead" 0 0 7.34872815423108 0 0 2.8073549220576 0 0 2 0 0 0 0 0 0 4.85798099512757 0 0 0 1 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 5.49185309632967 0 2.32192809488736 0 5.6724253419715 0 2.8073549220576 0 0 3.8073549220576 0 0 0 0 0 0 0 0 0 3.16992500144231 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.2134080408583 0 0 0 9.97154355395077 0 0 0 0 0 0 0 0 1 0 0 6.64385618977472 1 0 0 0 0 0 0 0 0 0 4.95419631038687 0 1.58496250072116 0 0 0 0 0 0 0 0 0 2 0 7.92481250360578 1 0 0 0 0 0 0 0 0 2.32192809488736 0 0 1.58496250072116 0 0 0 0 0 0 2 2 0 0 1 0 0 1 0 5.16992500144231 3.4594316186373 0 3.8073549220576 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 1 0 0 3.32192809488736 0 0 5.08746284125034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.04439411935845 1.58496250072116 3.32192809488736 0 0 0 8.83920378809694 0 0 0 0 0 0 0 3.70043971814109 0 4.58496250072116 0 2.58496250072116 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
